name_en,name_de,set,number,type,energy_type,hp,rarity,image_url,international_prints,jp_prints,cardmarket_url,card_text,card_text_de
Pidgey,Taubsi,TEU,122,Basic,Colorless,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_122_R_EN_LG.png,TEU-122,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Pidgey-TEU122?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Quick Attack 10+ || Flip a coin. If heads, this attack does 10 more damage. || Weakness: Lightning Resistance: Fighting Retreat: 1",C Ruckzuckhieb 10+ || Wirf 1 Münze. Bei Kopf fügt diese Attacke 10 Schadenspunkte mehr zu.
Pidgeotto,Tauboga,TEU,123,Stage 1,Colorless,60,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_123_R_EN_LG.png,TEU-123,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Pidgeotto-TEU123?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"[Ability] Air Mail || Once during your turn (before your attack) , you may look at the top 2 cards of your deck and put 1 of them into your hand. Put the other card on the bottom of your deck. || CC Gust 30 || Weakness: Lightning Resistance: Fighting Retreat: 1",[Ability] Luftpost || Einmal während deines Zuges (bevor du angreifst) kannst du dir die obersten 2 Karten deines Decks anschauen und 1 von ihnen auf deine Hand nehmen. Lege die andere Karte unter dein Deck. || CC Windstoß 30
Pidgeot,Tauboss,TEU,124,Stage 2,Colorless,130,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_124_R_EN_LG.png,TEU-124,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Pidgeot-TEU124?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,CC Whirlwind 60 || Your opponent switches their Active Pokémon with 1 of their Benched Pokémon. || CCC Spin Storm || Your opponent puts their Active Pokémon and all cards attached to it into their hand. || Weakness: Lightning Resistance: Fighting Retreat: 0,CC Wirbelwind 60 || Dein Gegner tauscht sein Aktives Pokémon gegen 1 Pokémon auf seiner Bank aus. || CCC Sturmwirbel || Dein Gegner nimmt sein Aktives Pokémon und alle an es angelegten Karten auf seine Hand.
Meowth,Mauzi,TEU,125,Basic,Colorless,70,Common,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_125_R_EN_LG.png,TEU-125,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Meowth-TEU125?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,C Scratch 10 || CC Bite 20 || Weakness: Fighting Resistance: none Retreat: 1,C Kratzer 10 || CC Biss 20
Persian,Snobilikat,TEU,126,Stage 1,Colorless,100,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_126_R_EN_LG.png,TEU-126,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Persian-TEU126?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Make 'Em Pay 20 || If your opponent has 4 or more cards in their hand, they reveal their hand. Discard cards you find there until your opponent has exactly 4 cards in their hand. || CC Sharp Claws 30+ || Flip a coin. If heads, this attack does 60 more damage. || Weakness: Fighting Resistance: none Retreat: 1","C Lass sie büßen 20 || Wenn dein Gegner 4 oder mehr Karten auf seiner Hand hat, zeigt er dir seine Handkarten. Lege so lang Karten, die du dort findest, auf seinen Ablagestapel, bis er genau 4 Karten auf seiner Hand hat. || CC Scharfe Krallen 30+ || Wirf 1 Münze. Bei Kopf fügt diese Attacke 60 Schadenspunkte mehr zu."
Farfetch'd,Porenta,TEU,127,Basic,Colorless,80,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_127_R_EN_LG.png,TEU-127,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Farfetchd-TEU127?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Collect || Draw 2 cards. || C Tool Buster 20+ || Before doing damage, discard all Pokémon Tool cards from your opponent's Active Pokémon. If you discarded a Pokémon Tool card in this way, this attack does 70 more damage. || Weakness: Lightning Resistance: Fighting Retreat: 1","C Sammeln || Ziehe 2 Karten. || C Ausrüstungsknacker 20+ || Bevor du Schaden zufügst, lege alle Pokémon-Ausrüstungen vom Aktiven Pokémon deines Gegners auf seinen Ablagestapel. Wenn du mindestens 1 Pokémon-Ausrüstung auf diese Weise auf seinen Ablagestapel gelegt hast, fügt diese Attacke 70 Schadenspunkte mehr zu."
Kangaskhan,Kangama,TEU,128,Basic,Colorless,130,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_128_R_EN_LG.png,TEU-128,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Kangaskhan-TEU128?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Fast Evolution || Search your deck for up to 2 Evolution Pokémon, reveal them, and put them into your hand. Then, shuffle your deck. || CCC Mega Punch 80 || Weakness: Fighting Resistance: none Retreat: 2","C Schnelle Evolution || Durchsuche dein Deck nach bis zu 2 Entwicklungs-Pokémon, zeige sie deinem Gegner und nimm sie auf deine Hand. Mische anschließend dein Deck. || CCC Megahieb 80"
Tauros,Tauros,TEU,129,Basic,Colorless,130,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_129_R_EN_LG.png,TEU-129,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Tauros-TEU129?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,CC Raging Herd 10+ || This attack does 10 more damage for each damage counter on all of your Tauros and Tauros-GX. || Weakness: Fighting Resistance: none Retreat: 2,CC Wütende Herde 10+ || Diese Attacke fügt 10 Schadenspunkte mehr mal der Anzahl der Schadensmarken auf allen deinen Tauros und Tauros-GX zu.
Aerodactyl,Aerodactyl,TEU,130,Stage 1,Colorless,130,Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_130_R_EN_LG.png,TEU-130,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Aerodactyl-TEU130?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Supersonic || Your opponent's Active Pokémon is now Confused. || CCC Fossil Fangs 90+ || If you don't have any Pokémon-GX or Pokémon-EX on your Bench, this attack does 90 more damage. || Weakness: Lightning Resistance: Fighting Retreat: 1","C Superschall || Das Aktive Pokémon deines Gegners ist jetzt verwirrt. || CCC Fossile Reißer 90+ || Wenn du kein Pokémon-GX oder Pokémon-{EX} auf deiner Bank hast, fügt diese Attacke 90 Schadenspunkte mehr zu."
Lugia,Lugia,TEU,131,Basic,Colorless,130,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_131_R_EN_LG.png,TEU-131,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Lugia-TEU131?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Power Charger 30 || Search your deck for a basic Energy card and attach it to this Pokémon. Then, shuffle your deck. || CCCC Blasting Wind 110 || Weakness: Lightning Resistance: Fighting Retreat: 2",C Energie tanken 30 || Durchsuche dein Deck nach 1 Basis-Energiekarte und lege sie an dieses Pokémon an. Mische anschließend dein Deck. || CCCC Peitschender Wind 110
Zangoose,Sengo,TEU,132,Basic,Colorless,100,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_132_R_EN_LG.png,TEU-132,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Zangoose-TEU132?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"C Head Hunt || Look at the top 6 cards of your deck, reveal any number of Pokémon you find there, and put them into your hand. Discard the other cards. || CC Slash 40 || Weakness: Fighting Resistance: none Retreat: 1","C Kopfgeldjagd || Schau dir die obersten 6 Karten deines Decks an, zeige deinem Gegner beliebig viele Pokémon, die du dort findest, und nimm sie auf deine Hand. Lege die anderen Karten auf deinen Ablagestapel. || CC Schlitzer 40"
Bill's Analysis,Bills Analyse,TEU,133,Supporter,,,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_133_R_EN_LG.png,"HIF-51,TEU-133",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Bills-Analysis-V1-TEU133?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,Look at the top 7 cards of your deck. You may reveal up to 2 Trainer cards you find there and put them into your hand. Shuffle the other cards back into your deck.,"Schau dir die obersten 7 Karten deines Decks an. Du kannst bis zu 2 Trainerkarten, die du dort findest, deinem Gegner zeigen und auf deine Hand nehmen. Mische die anderen Karten zurück in dein Deck."
Black Market Prism Star,Schwarzmarkt Prisma-Stern,TEU,134,Stadium,,,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_134_R_EN_LG.png,TEU-134,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Black-Market-TEU134?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"When a [ D ] Pokémon (yours or your opponent's) that has any [ D ] Energy attached to it is Knocked Out by damage from an opponent's attack, that player takes 1 fewer Prize card. Whenever any player plays an Item or Supporter card from their hand, prevent all effects of that card done to this Stadium card.","Wenn ein [ D ] -Pokémon (deins oder das deines Gegners) , an das mindestens 1 [ D ] -Energie angelegt ist, durch den Schaden einer Attacke des Gegners kampfunfähig wird, nimmt jener Spieler 1 Preiskarte weniger. Verhindere jedes Mal, wenn ein Spieler eine Item- oder Unterstützerkarte aus seiner Hand spielt, alle Effekte jener Karte, die dieser Stadionkarte zugefügt werden."
Brock's Grit,Rockos Durchhaltevermögen,TEU,135,Supporter,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_135_R_EN_LG.png,"EVO-107,EVO-74,HIF-53,TEU-135,TEU-172",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Brocks-Grit-V1-TEU135?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,Shuffle 6 in any combination of Pokémon and basic Energy cards from your discard pile into your deck.,Mische eine beliebige Kombination aus 6 Pokémon- und Basis-Energiekarten von deinem Ablagestapel zurück in dein Deck.
Buff Padding,Dicke Polster,TEU,136,Tool,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_136_R_EN_LG.png,TEU-136,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Buff-Padding-TEU136?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"If the Pokémon this card is attached to has a Retreat Cost of exactly 4, it gets +50 HP.","Wenn das Pokémon, an das diese Karte angelegt ist, Rückzugskosten von genau 4 hat, erhält es 50 KP mehr."
Dana,Journée,TEU,137,Supporter,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_137_R_EN_LG.png,"TEU-137,TEU-173",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Dana-V1-TEU137?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"You can play this card only if your opponent's Active Pokémon is a Stage 2 Pokémon. Search your deck for up to 2 cards and put them into your hand. Then, shuffle your deck.","Du kannst diese Karte nur spielen, wenn das Aktive Pokémon deines Gegners ein Phase-2-Pokémon ist. Durchsuche dein Deck nach bis zu 2 Karten und nimm sie auf deine Hand. Mische anschließend dein Deck."
Dangerous Drill,Gefährlicher Bohrer,TEU,138,Item,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_138_R_EN_LG.png,"TEU-138,TEU-192",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Dangerous-Drill-V1-TEU138?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"You can play this card only if you discard a [ D ] Pokémon from your hand. Discard a Pokémon Tool or Special Energy card from 1 of your opponent's Pokémon, or discard any Stadium card in play.","Du kannst diese Karte nur spielen, wenn du 1 [ D ] -Pokémon aus deiner Hand auf deinen Ablagestapel legst. Lege 1 Pokémon-Ausrüstung oder Spezial-Energiekarte von 1 Pokémon deines Gegners auf seinen Ablagestapel oder lege 1 beliebige Stadionkarte im Spiel auf den Ablagestapel."
Electrocharger,Elektro-Ladegerät,TEU,139,Item,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_139_R_EN_LG.png,"TEU-139,TEU-193",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Electrocharger-V1-TEU139?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Flip 2 coins. For each heads, shuffle an Electropower card from your discard pile into your deck.",Wirf 2 Münzen. Mische pro Kopf 1 Elektrokraft-Karte aus deinem Ablagestapel in dein Deck.
Erika's Hospitality,Erikas Gastfreundschaft,TEU,140,Supporter,,,Holo Rare,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_140_R_EN_LG.png,"HIF-56,TEU-140,TEU-174",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Erikas-Hospitality-V1-TEU140?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,You can play this card only if you have 4 or fewer other cards in your hand. Draw a card for each of your opponent's Pokémon in play.,"Du kannst diese Karte nur spielen, wenn du 4 oder weniger andere Karten auf deiner Hand hast. Ziehe 1 Karte für jedes Pokémon deines Gegners im Spiel."
Evelyn,Soir,TEU,141,Supporter,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_141_R_EN_LG.png,"TEU-141,TEU-175",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Evelyn-V1-TEU141?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,You can play this card only if your opponent's Active Pokémon is a Stage 1 Pokémon. Draw 4 cards.,"Du kannst diese Karte nur spielen, wenn das Aktive Pokémon deines Gegners ein Phase-1-Pokémon ist. Ziehe 4 Karten."
Fairy Charm UB,Feenschmuck UB,TEU,142,Tool,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_142_R_EN_LG.png,TEU-142,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Fairy-Charm-UB-TEU142?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,Prevent all damage done to the [ Y ] Pokémon this card is attached to by attacks from your opponent's Ultra Beast Pokémon-GX and Ultra Beast Pokémon-EX.,"Verhindere allen Schaden, der dem [ Y ] -Pokémon, an das diese Karte angelegt ist, durch Attacken von Ultrabestien-Pokémon-GX und Ultrabestien-Pokémon-{EX} deines Gegners zugefügt wird."
Grass Memory,Pflanzen-Disc,TEU,143,Tool,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_143_R_EN_LG.png,TEU-143,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Grass-Memory-TEU143?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,The Silvally-GX this card is attached to is a [ G ] Pokémon.,"Das Amigento-GX, an das diese Karte angelegt ist, ist ein [ G ] -Pokémon."
Ingo & Emmet,Hin & Her,TEU,144,Supporter,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_144_R_EN_LG.png,"TEU-144,TEU-176",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Ingo-Emmet-V1-TEU144?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Look at the top card of your deck, and then choose 1: • Discard your hand and draw 5 cards. • Discard your hand and draw 5 cards from the bottom of your deck.",Schau dir die oberste Karte deines Decks an und wähle 1 aus: • Lege deine Handkarten auf deinen Ablagestapel und ziehe 5 Karten. • Lege deine Handkarten auf deinen Ablagestapel und ziehe 5 Karten von unten aus deinem Deck.
Jasmine,Jasmin,TEU,145,Supporter,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_145_R_EN_LG.png,"TEU-145,TEU-177",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Jasmine-V1-TEU145?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Search your deck for a [ M ] Pokémon, reveal it, and put it into your hand. If you go second and it's your first turn, search for 5 [ M ] Pokémon instead of 1. Then, shuffle your deck.","Durchsuche dein Deck nach 1 [ M ] -Pokémon, zeige es deinem Gegner und nimm es auf deine Hand. Wenn du als Zweiter am Zug bist und es dein erster Zug ist, durchsuche dein Deck nach 5 [ M ] -Pokémon anstelle von 1. Mische anschließend dein Deck."
Judge Whistle,Richterpfeife,TEU,146,Item,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_146_R_EN_LG.png,"TEU-146,TEU-194",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Judge-Whistle-V1-TEU146?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,Choose 1: • Draw a card. • Put a Judge card from your discard pile into your hand.,Wähle 1 aus: • Ziehe 1 Karte. • Nimm 1 Richter-Karte aus deinem Ablagestapel auf deine Hand.
Lavender Town,Lavandia,TEU,147,Stadium,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_147_R_EN_LG.png,TEU-147,,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Lavender-Town-TEU147?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"Once during each player's turn, that player may have their opponent reveal their hand.","Einmal während des Zuges jedes Spielers kann der Spieler seinen Gegner dazu veranlassen, seine Handkarten zu zeigen."
Metal Goggles,Metall-Schutzbrille,TEU,148,Tool,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_148_R_EN_LG.png,"TEU-148,TEU-195",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Metal-Goggles-V1-TEU148?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"The [ M ] Pokémon this card is attached to takes 30 less damage from your opponent's attacks (after applying Weakness and Resistance) , and your opponent's attacks and Abilities can't put damage counters on it.","Dem [ M ] -Pokémon, an das diese Karte angelegt ist, werden durch Attacken deines Gegners 30 Schadenspunkte weniger zugefügt (nachdem Schwäche und Resistenz verrechnet wurden) , und durch Attacken und Fähigkeiten deines Gegners können keine Schadensmarken auf jenes Pokémon gelegt werden."
Morgan,Matin,TEU,149,Supporter,,,Uncommon,https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/tpci/TEU/TEU_149_R_EN_LG.png,"TEU-149,TEU-178",,https://www.cardmarket.com/en/Pokemon/Products/Singles/Team-Up/Morgan-V1-TEU149?utm_source=limitlesstcg&utm_medium=text&utm_campaign=card_prices,"You can play this card only if you discard Dana, Evelyn, and Nita from your hand. Look at the top 12 cards of your deck and attach any number of Energy cards you find there to your Pokémon in any way you like. Shuffle the other cards back into your deck.","Du kannst diese Karte nur spielen, wenn du Journée, Soir und Nuit aus deiner Hand auf deinen Ablagestapel legst. Schau dir die obersten 12 Karten deines Decks an und lege beliebig viele Energiekarten, die du dort findest, beliebig an deine Pokémon an. Mische die anderen Karten zurück in dein Deck."
