Set	No.	Code	Type	Rarity	USD	EUR	Result	Set Count	Hilfe	Type vereinfacht
PAL	79	Bellibolt ex	LStage 1	Double Rare	$0.53	0.71€	Bellibolt ex PAL 79	131	Bellibolt ex PAL	Pokémon
PAL	80	Wattrel	LBasic	Common	$0.09	0.08€	Wattrel PAL 80	131	Wattrel PAL	Pokémon
PAL	81	Wattrel	LBasic	Common	$0.09	0.03€	Wattrel PAL 81	131	Wattrel PAL	Pokémon
PAL	82	Kilowattrel	LStage 1	Uncommon	$0.05	0.05€	Kilowattrel PAL 82	131	Kilowattrel PAL	Pokémon
PAL	83	Jigglypuff	PBasic	Common	$0.08	0.04€	Jigglypuff PAL 83	131	Jigglypuff PAL	Pokémon
PAL	84	Wigglytuff	PStage 1	Rare	$0.12	0.11€	Wigglytuff PAL 84	131	Wigglytuff PAL	Pokémon
PAL	85	Slowpoke	PBasic	Common	$0.09	0.03€	Slowpoke PAL 85	131	Slowpoke PAL	Pokémon
PAL	86	Slowking ex	PStage 1	Double Rare	$0.58	0.80€	Slowking ex PAL 86	131	Slowking ex PAL	Pokémon
PAL	87	Misdreavus	PBasic	Common	$0.07	0.03€	Misdreavus PAL 87	131	Misdreavus PAL	Pokémon
PAL	88	Mismagius	PStage 1	Uncommon	$0.06	0.03€	Mismagius PAL 88	131	Mismagius PAL	Pokémon
PAL	89	Spiritomb	PBasic	Rare	$0.05	0.13€	Spiritomb PAL 89	131	Spiritomb PAL	Pokémon
PAL	90	Gothita	PBasic	Common	$0.07	0.03€	Gothita PAL 90	131	Gothita PAL	Pokémon
PAL	91	Gothorita	PStage 1	Uncommon	$0.06	0.04€	Gothorita PAL 91	131	Gothorita PAL	Pokémon
PAL	92	Gothitelle	PStage 2	Uncommon	$0.07	0.04€	Gothitelle PAL 92	131	Gothitelle PAL	Pokémon
PAL	93	Dedenne ex	PBasic	Double Rare	$0.62	0.96€	Dedenne ex PAL 93	131	Dedenne ex PAL	Pokémon
PAL	94	Oranguru	PBasic	Uncommon	$0.06	0.03€	Oranguru PAL 94	131	Oranguru PAL	Pokémon
PAL	95	Sandygast	PBasic	Common	$0.05	0.03€	Sandygast PAL 95	131	Sandygast PAL	Pokémon
PAL	96	Palossand	PStage 1	Uncommon	$0.06	0.03€	Palossand PAL 96	131	Palossand PAL	Pokémon
PAL	97	Mimikyu	PBasic	Rare	$0.19	0.20€	Mimikyu PAL 97	131	Mimikyu PAL	Pokémon
PAL	98	Ceruledge	PStage 1	Rare	$0.14	0.06€	Ceruledge PAL 98	131	Ceruledge PAL	Pokémon
PAL	99	Rabsca	PStage 1	Rare	$0.08	0.04€	Rabsca PAL 99	131	Rabsca PAL	Pokémon
PAL	100	Tinkatink	PBasic	Common	$0.09	0.04€	Tinkatink PAL 100	131	Tinkatink PAL	Pokémon
PAL	101	Tinkatink	PBasic	Common	$0.11	0.04€	Tinkatink PAL 101	131	Tinkatink PAL	Pokémon
PAL	102	Tinkatink	PBasic	Common	$0.08	0.03€	Tinkatink PAL 102	131	Tinkatink PAL	Pokémon
PAL	103	Tinkatuff	PStage 1	Uncommon	$0.10	0.05€	Tinkatuff PAL 103	131	Tinkatuff PAL	Pokémon
PAL	104	Tinkatuff	PStage 1	Uncommon	$0.13	0.06€	Tinkatuff PAL 104	131	Tinkatuff PAL	Pokémon
PAL	105	Tinkaton	PStage 2	Rare	$0.12	0.06€	Tinkaton PAL 105	131	Tinkaton PAL	Pokémon
PAL	106	Mankey	FBasic	Common	$0.05	0.03€	Mankey PAL 106	131	Mankey PAL	Pokémon
PAL	107	Primeape	FStage 1	Uncommon	$0.06	0.03€	Primeape PAL 107	131	Primeape PAL	Pokémon
PAL	108	Paldean Tauros	FBasic	Uncommon	$0.08	0.07€	Paldean Tauros PAL 108	131	Paldean Tauros PAL	Pokémon
PAL	109	Sudowoodo	FBasic	Uncommon	$0.09	0.03€	Sudowoodo PAL 109	131	Sudowoodo PAL	Pokémon
PAL	110	Larvitar	FBasic	Common	$0.05	0.03€	Larvitar PAL 110	131	Larvitar PAL	Pokémon
PAL	111	Pupitar	FStage 1	Uncommon	$0.07	0.03€	Pupitar PAL 111	131	Pupitar PAL	Pokémon
PAL	112	Makuhita	FBasic	Common	$0.06	0.04€	Makuhita PAL 112	131	Makuhita PAL	Pokémon
PAL	113	Hariyama	FStage 1	Rare	$0.10	0.11€	Hariyama PAL 113	131	Hariyama PAL	Pokémon
PAL	114	Croagunk	FBasic	Common	$0.04	0.03€	Croagunk PAL 114	131	Croagunk PAL	Pokémon
PAL	115	Toxicroak	FStage 1	Uncommon	$0.05	0.02€	Toxicroak PAL 115	131	Toxicroak PAL	Pokémon
PAL	116	Rockruff	FBasic	Common	$0.06	0.03€	Rockruff PAL 116	131	Rockruff PAL	Pokémon
PAL	117	Lycanroc ex	FStage 1	Double Rare	$0.65	0.72€	Lycanroc ex PAL 117	131	Lycanroc ex PAL	Pokémon
PAL	118	Passimian	FBasic	Uncommon	$0.03	0.03€	Passimian PAL 118	131	Passimian PAL	Pokémon
PAL	119	Falinks	FBasic	Common	$0.03	0.03€	Falinks PAL 119	131	Falinks PAL	Pokémon
PAL	120	Nacli	FBasic	Common	$0.05	0.04€	Nacli PAL 120	131	Nacli PAL	Pokémon
PAL	121	Nacli	FBasic	Common	$0.06	0.04€	Nacli PAL 121	131	Nacli PAL	Pokémon
PAL	122	Naclstack	FStage 1	Uncommon	$0.10	0.03€	Naclstack PAL 122	131	Naclstack PAL	Pokémon
PAL	123	Garganacl	FStage 2	Rare	$0.12	0.12€	Garganacl PAL 123	131	Garganacl PAL	Pokémon
PAL	124	Glimmet	FBasic	Common	$0.05	0.03€	Glimmet PAL 124	131	Glimmet PAL	Pokémon
PAL	125	Glimmet	FBasic	Common	$0.04	0.02€	Glimmet PAL 125	131	Glimmet PAL	Pokémon
PAL	126	Glimmora	FStage 1	Rare	$0.11	0.09€	Glimmora PAL 126	131	Glimmora PAL	Pokémon
PAL	127	Ting-Lu ex	FBasic	Double Rare	$0.62	0.68€	Ting-Lu ex PAL 127	131	Ting-Lu ex PAL	Pokémon
PAL	128	Paldean Wooper	DBasic	Common	$0.08	0.04€	Paldean Wooper PAL 128	131	Paldean Wooper PAL	Pokémon
PAL	129	Paldean Wooper	DBasic	Common	$0.11	0.05€	Paldean Wooper PAL 129	131	Paldean Wooper PAL	Pokémon
PAL	130	Paldean Clodsire ex	DStage 1	Double Rare	$0.54	0.57€	Paldean Clodsire ex PAL 130	131	Paldean Clodsire ex PAL	Pokémon
PAL	131	Murkrow	DBasic	Common	$0.06	0.04€	Murkrow PAL 131	131	Murkrow PAL	Pokémon
PAL	132	Honchkrow	DStage 1	Uncommon	$0.05	0.03€	Honchkrow PAL 132	131	Honchkrow PAL	Pokémon
PAL	133	Sneasel	DBasic	Common	$0.03	0.03€	Sneasel PAL 133	131	Sneasel PAL	Pokémon
PAL	134	Weavile	DStage 1	Rare	$0.08	0.10€	Weavile PAL 134	131	Weavile PAL	Pokémon
PAL	135	Tyranitar	DStage 2	Rare	$0.14	0.14€	Tyranitar PAL 135	131	Tyranitar PAL	Pokémon
PAL	136	Sableye	DBasic	Rare	$0.20	0.09€	Sableye PAL 136	131	Sableye PAL	Pokémon
PAL	137	Seviper	DBasic	Uncommon	$0.06	0.04€	Seviper PAL 137	131	Seviper PAL	Pokémon
PAL	138	Deino	DBasic	Common	$0.05	0.02€	Deino PAL 138	131	Deino PAL	Pokémon
PAL	139	Zweilous	DStage 1	Uncommon	$0.09	0.05€	Zweilous PAL 139	131	Zweilous PAL	Pokémon
PAL	140	Hydreigon	DStage 2	Rare	$0.13	0.08€	Hydreigon PAL 140	131	Hydreigon PAL	Pokémon
PAL	141	Maschiff	DBasic	Common	$0.05	0.05€	Maschiff PAL 141	131	Maschiff PAL	Pokémon
PAL	142	Maschiff	DBasic	Common	$0.06	0.03€	Maschiff PAL 142	131	Maschiff PAL	Pokémon
PAL	143	Mabosstiff	DStage 1	Uncommon	$0.05	0.03€	Mabosstiff PAL 143	131	Mabosstiff PAL	Pokémon
PAL	144	Shroodle	DBasic	Common	$0.06	0.03€	Shroodle PAL 144	131	Shroodle PAL	Pokémon
PAL	145	Shroodle	DBasic	Common	$0.05	0.03€	Shroodle PAL 145	131	Shroodle PAL	Pokémon
PAL	146	Grafaiai	DStage 1	Uncommon	$0.07	0.02€	Grafaiai PAL 146	131	Grafaiai PAL	Pokémon
PAL	147	Bombirdier	DBasic	Uncommon	$0.03	0.03€	Bombirdier PAL 147	131	Bombirdier PAL	Pokémon
PAL	148	Corviknight	MStage 2	Uncommon	$0.06	0.03€	Corviknight PAL 148	131	Corviknight PAL	Pokémon
PAL	149	Cufant	MBasic	Common	$0.05	0.02€	Cufant PAL 149	131	Cufant PAL	Pokémon
PAL	150	Copperajah ex	MStage 1	Double Rare	$0.51	0.67€	Copperajah ex PAL 150	131	Copperajah ex PAL	Pokémon
PAL	151	Orthworm	MBasic	Rare	$0.09	0.07€	Orthworm PAL 151	131	Orthworm PAL	Pokémon
PAL	152	Noibat	NBasic	Common	$0.04	0.02€	Noibat PAL 152	131	Noibat PAL	Pokémon
PAL	153	Noivern ex	NStage 1	Double Rare	$0.65	0.75€	Noivern ex PAL 153	131	Noivern ex PAL	Pokémon
PAL	154	Girafarig	CBasic	Common	$0.07	0.04€	Girafarig PAL 154	131	Girafarig PAL	Pokémon
PAL	155	Farigiraf	CStage 1	Uncommon	$0.08	0.03€	Farigiraf PAL 155	131	Farigiraf PAL	Pokémon
PAL	156	Dunsparce	CBasic	Common	$0.16	0.07€	Dunsparce PAL 156	131	Dunsparce PAL	Pokémon
PAL	157	Dudunsparce	CStage 1	Uncommon	$0.05	0.03€	Dudunsparce PAL 157	131	Dudunsparce PAL	Pokémon
PAL	158	Wingull	CBasic	Common	$0.06	0.02€	Wingull PAL 158	131	Wingull PAL	Pokémon
PAL	159	Pelipper	CStage 1	Uncommon	$0.06	0.02€	Pelipper PAL 159	131	Pelipper PAL	Pokémon
PAL	160	Slakoth	CBasic	Common	$0.06	0.04€	Slakoth PAL 160	131	Slakoth PAL	Pokémon
PAL	161	Vigoroth	CStage 1	Uncommon	$0.06	0.05€	Vigoroth PAL 161	131	Vigoroth PAL	Pokémon
PAL	162	Slaking	CStage 2	Rare	$0.13	0.12€	Slaking PAL 162	131	Slaking PAL	Pokémon
PAL	163	Fletchling	CBasic	Common	$0.04	0.03€	Fletchling PAL 163	131	Fletchling PAL	Pokémon
PAL	164	Rookidee	CBasic	Common	$0.04	0.03€	Rookidee PAL 164	131	Rookidee PAL	Pokémon
PAL	165	Corvisquire	CStage 1	Uncommon	$0.06	0.04€	Corvisquire PAL 165	131	Corvisquire PAL	Pokémon
PAL	166	Tandemaus	CBasic	Common	$0.07	0.05€	Tandemaus PAL 166	131	Tandemaus PAL	Pokémon
PAL	167	Tandemaus	CBasic	Common	$0.11	0.06€	Tandemaus PAL 167	131	Tandemaus PAL	Pokémon
PAL	168	Maushold	CStage 1	Uncommon	$0.09	0.05€	Maushold PAL 168	131	Maushold PAL	Pokémon
PAL	169	Squawkabilly ex	CBasic	Double Rare	$0.74	0.88€	Squawkabilly ex PAL 169	131	Squawkabilly ex PAL	Pokémon
PAL	170	Flamigo	CBasic	Uncommon	$0.07	0.04€	Flamigo PAL 170	131	Flamigo PAL	Pokémon
PAL	171	Artazon	Stadium	Uncommon	$0.17	0.18€	Artazon PAL 171	131	Artazon PAL	Stadium
PAL	172	Boss's Orders	Supporter	Rare	$1.37	0.84€	Boss's Orders PAL 172	131	Boss's Orders PAL	Supporter
PAL	173	Bravery Charm	Tool	Uncommon	$1.27	0.77€	Bravery Charm PAL 173	131	Bravery Charm PAL	Tool
PAL	174	Calamitous Snowy Mountain	Stadium	Uncommon	$0.13	0.06€	Calamitous Snowy Mountain PAL 174	131	Calamitous Snowy Mountain PAL	Stadium
PAL	175	Calamitous Wasteland	Stadium	Uncommon	$0.08	0.07€	Calamitous Wasteland PAL 175	131	Calamitous Wasteland PAL	Stadium
PAL	176	Choice Belt	Tool	Uncommon	$0.08	0.04€	Choice Belt PAL 176	131	Choice Belt PAL	Tool
PAL	177	Clavell	Supporter	Common	$0.06	0.04€	Clavell PAL 177	131	Clavell PAL	Supporter
PAL	178	Delivery Drone	Item	Uncommon	$0.08	0.03€	Delivery Drone PAL 178	131	Delivery Drone PAL	Item
PAL	179	Dendra	Supporter	Uncommon	$0.08	0.02€	Dendra PAL 179	131	Dendra PAL	Supporter
PAL	180	Falkner	Supporter	Uncommon	$0.05	0.02€	Falkner PAL 180	131	Falkner PAL	Supporter
PAL	181	Fighting Au Lait	Item	Uncommon	$0.07	0.04€	Fighting Au Lait PAL 181	131	Fighting Au Lait PAL	Item
PAL	182	Giacomo	Supporter	Uncommon	$0.06	0.04€	Giacomo PAL 182	131	Giacomo PAL	Supporter
PAL	183	Great Ball	Item	Common	$0.11	0.06€	Great Ball PAL 183	131	Great Ball PAL	Item
PAL	184	Grusha	Supporter	Uncommon	$0.05	0.04€	Grusha PAL 184	131	Grusha PAL	Supporter
PAL	185	Iono	Supporter	Uncommon	$0.32	0.21€	Iono PAL 185	131	Iono PAL	Supporter
PAL	186	Practice Studio	Stadium	Uncommon	$0.06	0.09€	Practice Studio PAL 186	131	Practice Studio PAL	Stadium
PAL	187	Saguaro	Supporter	Uncommon	$0.07	0.03€	Saguaro PAL 187	131	Saguaro PAL	Supporter
PAL	188	Super Rod	Item	Common	$0.28	0.25€	Super Rod PAL 188	131	Super Rod PAL	Item
PAL	189	Superior Energy Retrieval	Item	Uncommon	$0.51	0.41€	Superior Energy Retrieval PAL 189	131	Superior Energy Retrieval PAL	Item
PAL	190	Jet Energy	Special Energy	Uncommon	$0.29	0.35€	Jet Energy PAL 190	131	Jet Energy PAL	Special Energy
PAL	191	Luminous Energy	Special Energy	Uncommon	$1.22	1.15€	Luminous Energy PAL 191	131	Luminous Energy PAL	Special Energy
PAL	192	Reversal Energy	Special Energy	Uncommon	$0.20	0.16€	Reversal Energy PAL 192	131	Reversal Energy PAL	Special Energy
PAL	193	Therapeutic Energy	Special Energy	Uncommon	$0.10	0.03€	Therapeutic Energy PAL 193	131	Therapeutic Energy PAL	Special Energy
PAL	194	Heracross	GBasic	Art Rare	$16.34	17.96€	Heracross PAL 194	131	Heracross PAL	Pokémon
PAL	195	Tropius	GBasic	Art Rare	$7.44	7.69€	Tropius PAL 195	131	Tropius PAL	Pokémon
PAL	196	Sprigatito	GBasic	Art Rare	$19.75	14.85€	Sprigatito PAL 196	131	Sprigatito PAL	Pokémon
PAL	197	Floragato	GStage 1	Art Rare	$9.97	8.62€	Floragato PAL 197	131	Floragato PAL	Pokémon
PAL	198	Bramblin	GBasic	Art Rare	$5.99	7.46€	Bramblin PAL 198	131	Bramblin PAL	Pokémon
PAL	199	Fletchinder	RStage 1	Art Rare	$7.10	9.23€	Fletchinder PAL 199	131	Fletchinder PAL	Pokémon
PAL	200	Pyroar	RStage 1	Art Rare	$7.78	8.07€	Pyroar PAL 200	131	Pyroar PAL	Pokémon
PAL	201	Fuecoco	RBasic	Art Rare	$20.66	15.31€	Fuecoco PAL 201	131	Fuecoco PAL	Pokémon
PAL	202	Crocalor	RStage 1	Art Rare	$9.17	8.64€	Crocalor PAL 202	131	Crocalor PAL	Pokémon
PAL	203	Magikarp	WBasic	Art Rare	$242.40	134.60€	Magikarp PAL 203	131	Magikarp PAL	Pokémon
PAL	204	Marill	WBasic	Art Rare	$20.64	22.00€	Marill PAL 204	131	Marill PAL	Pokémon
PAL	205	Eiscue	WBasic	Art Rare	$11.47	9.12€	Eiscue PAL 205	131	Eiscue PAL	Pokémon
PAL	206	Quaxly	WBasic	Art Rare	$8.46	7.53€	Quaxly PAL 206	131	Quaxly PAL	Pokémon
PAL	207	Quaxwell	WStage 1	Art Rare	$5.23	5.52€	Quaxwell PAL 207	131	Quaxwell PAL	Pokémon
PAL	208	Frigibax	WBasic	Art Rare	$9.18	10.31€	Frigibax PAL 208	131	Frigibax PAL	Pokémon
PAL	209	Arctibax	WStage 1	Art Rare	$9.35	10.01€	Arctibax PAL 209	131	Arctibax PAL	Pokémon
PAL	210	Baxcalibur	WStage 2	Art Rare	$13.41	13.46€	Baxcalibur PAL 210	131	Baxcalibur PAL	Pokémon
PAL	211	Raichu	LStage 1	Art Rare	$43.33	32.83€	Raichu PAL 211	131	Raichu PAL	Pokémon
PAL	212	Mismagius	PStage 1	Art Rare	$15.45	15.32€	Mismagius PAL 212	131	Mismagius PAL	Pokémon
PAL	213	Gothorita	PStage 1	Art Rare	$4.92	6.22€	Gothorita PAL 213	131	Gothorita PAL	Pokémon
PAL	214	Sandygast	PBasic	Art Rare	$5.01	6.58€	Sandygast PAL 214	131	Sandygast PAL	Pokémon
PAL	215	Rabsca	PStage 1	Art Rare	$4.28	5.29€	Rabsca PAL 215	131	Rabsca PAL	Pokémon
PAL	216	Tinkatink	PBasic	Art Rare	$10.64	8.36€	Tinkatink PAL 216	131	Tinkatink PAL	Pokémon
PAL	217	Tinkatuff	PStage 1	Art Rare	$16.93	11.54€	Tinkatuff PAL 217	131	Tinkatuff PAL	Pokémon
PAL	218	Paldean Tauros	FBasic	Art Rare	$10.53	12.58€	Paldean Tauros PAL 218	131	Paldean Tauros PAL	Pokémon
PAL	219	Sudowoodo	FBasic	Art Rare	$11.27	15.87€	Sudowoodo PAL 219	131	Sudowoodo PAL	Pokémon
PAL	220	Nacli	FBasic	Art Rare	$4.05	4.41€	Nacli PAL 220	131	Nacli PAL	Pokémon
PAL	221	Paldean Wooper	DBasic	Art Rare	$7.03	5.03€	Paldean Wooper PAL 221	131	Paldean Wooper PAL	Pokémon
PAL	222	Tyranitar	DStage 2	Art Rare	$42.53	27.68€	Tyranitar PAL 222	131	Tyranitar PAL	Pokémon
PAL	223	Grafaiai	DStage 1	Art Rare	$5.32	5.51€	Grafaiai PAL 223	131	Grafaiai PAL	Pokémon
PAL	224	Orthworm	MBasic	Art Rare	$4.99	4.88€	Orthworm PAL 224	131	Orthworm PAL	Pokémon
PAL	225	Rookidee	CBasic	Art Rare	$5.86	7.78€	Rookidee PAL 225	131	Rookidee PAL	Pokémon
PAL	226	Maushold	CStage 1	Art Rare	$32.50	18.43€	Maushold PAL 226	131	Maushold PAL	Pokémon
PAL	227	Flamigo	CBasic	Art Rare	$5.50	5.30€	Flamigo PAL 227	131	Flamigo PAL	Pokémon
PAL	228	Farigiraf	CStage 1	Art Rare	$6.32	6.29€	Farigiraf PAL 228	131	Farigiraf PAL	Pokémon
PAL	229	Dudunsparce	CStage 1	Art Rare	$5.10	4.99€	Dudunsparce PAL 229	131	Dudunsparce PAL	Pokémon
PAL	230	Forretress ex	GStage 1	Ultra Rare	$0.99	1.20€	Forretress ex PAL 230	131	Forretress ex PAL	Pokémon
PAL	231	Meowscarada ex	GStage 2	Ultra Rare	$1.71	3.08€	Meowscarada ex PAL 231	131	Meowscarada ex PAL	Pokémon
PAL	232	Wo-Chien ex	GBasic	Ultra Rare	$1.29	1.75€	Wo-Chien ex PAL 232	131	Wo-Chien ex PAL	Pokémon
PAL	233	Skeledirge ex	RStage 2	Ultra Rare	$1.75	1.56€	Skeledirge ex PAL 233	131	Skeledirge ex PAL	Pokémon
PAL	234	Chi-Yu ex	RBasic	Ultra Rare	$2.20	2.71€	Chi-Yu ex PAL 234	131	Chi-Yu ex PAL	Pokémon
PAL	235	Quaquaval ex	WStage 2	Ultra Rare	$1.44	1.75€	Quaquaval ex PAL 235	131	Quaquaval ex PAL	Pokémon
PAL	236	Chien-Pao ex	WBasic	Ultra Rare	$2.33	3.02€	Chien-Pao ex PAL 236	131	Chien-Pao ex PAL	Pokémon
PAL	237	Bellibolt ex	LStage 1	Ultra Rare	$2.30	1.95€	Bellibolt ex PAL 237	131	Bellibolt ex PAL	Pokémon
PAL	238	Slowking ex	PStage 1	Ultra Rare	$2.81	2.87€	Slowking ex PAL 238	131	Slowking ex PAL	Pokémon
PAL	239	Dedenne ex	PBasic	Ultra Rare	$5.32	4.13€	Dedenne ex PAL 239	131	Dedenne ex PAL	Pokémon
PAL	240	Tinkaton ex	PStage 2	Ultra Rare	$6.36	4.39€	Tinkaton ex PAL 240	131	Tinkaton ex PAL	Pokémon
PAL	241	Lycanroc ex	FStage 1	Ultra Rare	$1.53	2.05€	Lycanroc ex PAL 241	131	Lycanroc ex PAL	Pokémon
PAL	242	Annihilape ex	FStage 2	Ultra Rare	$2.39	2.90€	Annihilape ex PAL 242	131	Annihilape ex PAL	Pokémon
PAL	243	Ting-Lu ex	FBasic	Ultra Rare	$1.06	1.38€	Ting-Lu ex PAL 243	131	Ting-Lu ex PAL	Pokémon
PAL	244	Paldean Clodsire ex	DStage 1	Ultra Rare	$1.58	1.58€	Paldean Clodsire ex PAL 244	131	Paldean Clodsire ex PAL	Pokémon
PAL	245	Copperajah ex	MStage 1	Ultra Rare	$1.09	1.55€	Copperajah ex PAL 245	131	Copperajah ex PAL	Pokémon
PAL	246	Noivern ex	NStage 1	Ultra Rare	$1.55	2.00€	Noivern ex PAL 246	131	Noivern ex PAL	Pokémon
PAL	247	Squawkabilly ex	CBasic	Ultra Rare	$2.05	2.44€	Squawkabilly ex PAL 247	131	Squawkabilly ex PAL	Pokémon
PAL	248	Boss's Orders	Supporter	Ultra Rare	$7.21	6.57€	Boss's Orders PAL 248	131	Boss's Orders PAL	Supporter
PAL	249	Clavell	Supporter	Ultra Rare	$0.87	1.02€	Clavell PAL 249	131	Clavell PAL	Supporter
PAL	250	Dendra	Supporter	Ultra Rare	$1.51	2.02€	Dendra PAL 250	131	Dendra PAL	Supporter
PAL	251	Falkner	Supporter	Ultra Rare	$1.18	1.53€	Falkner PAL 251	131	Falkner PAL	Supporter
PAL	252	Giacomo	Supporter	Ultra Rare	$1.06	1.27€	Giacomo PAL 252	131	Giacomo PAL	Supporter
PAL	253	Grusha	Supporter	Ultra Rare	$2.40	3.20€	Grusha PAL 253	131	Grusha PAL	Supporter
PAL	254	Iono	Supporter	Ultra Rare	$15.82	10.25€	Iono PAL 254	131	Iono PAL	Supporter
PAL	255	Saguaro	Supporter	Ultra Rare	$0.96	1.49€	Saguaro PAL 255	131	Saguaro PAL	Supporter
PAL	256	Meowscarada ex	GStage 2	Special Art Rare	$18.31	15.08€	Meowscarada ex PAL 256	131	Meowscarada ex PAL	Pokémon
PAL	257	Wo-Chien ex	GBasic	Special Art Rare	$9.87	10.02€	Wo-Chien ex PAL 257	131	Wo-Chien ex PAL	Pokémon
PAL	258	Skeledirge ex	RStage 2	Special Art Rare	$19.43	16.60€	Skeledirge ex PAL 258	131	Skeledirge ex PAL	Pokémon
PAL	259	Chi-Yu ex	RBasic	Special Art Rare	$24.46	22.44€	Chi-Yu ex PAL 259	131	Chi-Yu ex PAL	Pokémon
PAL	260	Quaquaval ex	WStage 2	Special Art Rare	$8.29	9.63€	Quaquaval ex PAL 260	131	Quaquaval ex PAL	Pokémon
PAL	261	Chien-Pao ex	WBasic	Special Art Rare	$17.05	18.44€	Chien-Pao ex PAL 261	131	Chien-Pao ex PAL	Pokémon
PAL	262	Tinkaton ex	PStage 2	Special Art Rare	$25.06	15.89€	Tinkaton ex PAL 262	131	Tinkaton ex PAL	Pokémon
PAL	263	Ting-Lu ex	FBasic	Special Art Rare	$7.50	7.87€	Ting-Lu ex PAL 263	131	Ting-Lu ex PAL	Pokémon
PAL	264	Squawkabilly ex	CBasic	Special Art Rare	$9.16	10.67€	Squawkabilly ex PAL 264	131	Squawkabilly ex PAL	Pokémon
PAL	265	Boss's Orders	Supporter	Special Art Rare	$11.87	12.43€	Boss's Orders PAL 265	131	Boss's Orders PAL	Supporter
PAL	266	Dendra	Supporter	Special Art Rare	$7.39	7.23€	Dendra PAL 266	131	Dendra PAL	Supporter
PAL	267	Giacomo	Supporter	Special Art Rare	$3.39	4.10€	Giacomo PAL 267	131	Giacomo PAL	Supporter
PAL	268	Grusha	Supporter	Special Art Rare	$11.47	11.41€	Grusha PAL 268	131	Grusha PAL	Supporter
PAL	269	Iono	Supporter	Special Art Rare	$51.20	35.58€	Iono PAL 269	131	Iono PAL	Supporter
PAL	270	Saguaro	Supporter	Special Art Rare	$5.94	5.76€	Saguaro PAL 270	131	Saguaro PAL	Supporter
PAL	271	Meowscarada ex	GStage 2	Secret Rare	$5.05	5.31€	Meowscarada ex PAL 271	131	Meowscarada ex PAL	Pokémon
PAL	272	Skeledirge ex	RStage 2	Secret Rare	$4.82	5.58€	Skeledirge ex PAL 272	131	Skeledirge ex PAL	Pokémon
PAL	273	Quaquaval ex	WStage 2	Secret Rare	$2.87	4.32€	Quaquaval ex PAL 273	131	Quaquaval ex PAL	Pokémon
PAL	274	Chien-Pao ex	WBasic	Secret Rare	$4.17	6.22€	Chien-Pao ex PAL 274	131	Chien-Pao ex PAL	Pokémon
PAL	275	Ting-Lu ex	FBasic	Secret Rare	$2.51	4.11€	Ting-Lu ex PAL 275	131	Ting-Lu ex PAL	Pokémon
PAL	276	Super Rod	Item	Secret Rare	$8.37	6.53€	Super Rod PAL 276	131	Super Rod PAL	Item
PAL	277	Superior Energy Retrieval	Item	Secret Rare	$5.01	4.92€	Superior Energy Retrieval PAL 277	131	Superior Energy Retrieval PAL	Item
PAL	278	Grass Energy	Basic Energy	Secret Rare	$8.35	6.43€	Grass Energy PAL 278	131	Grass Energy PAL	Basic Energy
PAL	279	Water Energy	Basic Energy	Secret Rare	$5.93	5.94€	Water Energy PAL 279	131	Water Energy PAL	Basic Energy
OBF	1	Oddish	GBasic	Common	$0.04	0.03€	Oddish OBF 1	132	Oddish OBF	Pokémon
OBF	2	Gloom	GStage 1	Common	$0.07	0.04€	Gloom OBF 2	132	Gloom OBF	Pokémon
OBF	3	Bellossom	GStage 2	Uncommon	$0.13	0.09€	Bellossom OBF 3	132	Bellossom OBF	Pokémon
OBF	4	Scyther	GBasic	Common	$0.08	0.05€	Scyther OBF 4	132	Scyther OBF	Pokémon
OBF	5	Shuckle	GBasic	Common	$0.11	0.06€	Shuckle OBF 5	132	Shuckle OBF	Pokémon
OBF	6	Surskit	GBasic	Common	$0.07	0.03€	Surskit OBF 6	132	Surskit OBF	Pokémon
OBF	7	Masquerain	GStage 1	Uncommon	$0.03	0.03€	Masquerain OBF 7	132	Masquerain OBF	Pokémon
OBF	8	Combee	GBasic	Common	$0.06	0.03€	Combee OBF 8	132	Combee OBF	Pokémon
OBF	9	Foongus	GBasic	Common	$0.04	0.03€	Foongus OBF 9	132	Foongus OBF	Pokémon
OBF	10	Amoonguss	GStage 1	Uncommon	$0.11	0.06€	Amoonguss OBF 10	132	Amoonguss OBF	Pokémon
OBF	11	Phantump	GBasic	Common	$0.06	0.03€	Phantump OBF 11	132	Phantump OBF	Pokémon
OBF	12	Trevenant	GStage 1	Uncommon	$0.06	0.03€	Trevenant OBF 12	132	Trevenant OBF	Pokémon
OBF	13	Rowlet	GBasic	Common	$0.06	0.04€	Rowlet OBF 13	132	Rowlet OBF	Pokémon
OBF	14	Dartrix	GStage 1	Uncommon	$0.09	0.05€	Dartrix OBF 14	132	Dartrix OBF	Pokémon
OBF	15	Decidueye ex	GStage 2	Double Rare	$0.67	0.75€	Decidueye ex OBF 15	132	Decidueye ex OBF	Pokémon
OBF	16	Bounsweet	GBasic	Common	$0.04	0.03€	Bounsweet OBF 16	132	Bounsweet OBF	Pokémon
OBF	17	Steenee	GStage 1	Common	$0.10	0.05€	Steenee OBF 17	132	Steenee OBF	Pokémon
OBF	18	Tsareena	GStage 2	Uncommon	$0.07	0.07€	Tsareena OBF 18	132	Tsareena OBF	Pokémon
OBF	19	Smoliv	GBasic	Common	$0.08	0.04€	Smoliv OBF 19	132	Smoliv OBF	Pokémon
